3月7日現在,,,,
銘柄コード,銘柄名,上場グループ種別,売買単位,貸借区分
9307,杉村倉庫,市場第二部（内国株）,1000,制度信用銘柄
9308,乾汽船,市場第一部（内国株）,100,貸借銘柄
9310,トランスシティ,市場第一部（内国株）,1000,貸借銘柄
9311,アサガミ,市場第二部（内国株）,1000,制度信用銘柄
9312,ケイヒン,市場第一部（内国株）,1000,貸借銘柄
9313,丸八倉,市場第二部（内国株）,1000,制度信用銘柄
9318,アジア開発キャピタル,市場第二部（内国株）,100,制度信用銘柄
9319,中央倉庫,市場第一部（内国株）,100,貸借銘柄
9322,川西倉庫,市場第二部（内国株）,100,制度信用銘柄
9324,安田倉,市場第一部（内国株）,100,制度信用銘柄
9351,洋埠頭,市場第一部（内国株）,1000,貸借銘柄
9353,桜島埠頭,市場第二部（内国株）,1000,貸借銘柄
9355,リンコー,市場第二部（内国株）,1000,制度信用銘柄
9358,宇徳,市場第一部（内国株）,100,制度信用銘柄
9360,鈴与シンワ,市場第二部（内国株）,1000,制度信用銘柄
9361,伏木運,市場第二部（内国株）,1000,制度信用銘柄
9362,兵機海運,市場第二部（内国株）,1000,貸借銘柄
9363,大運,市場第二部（内国株）,1000,制度信用銘柄
9364,上組,市場第一部（内国株）,1000,貸借銘柄
9365,トレーディア,市場第二部（内国株）,1000,貸借銘柄
9366,サンリツ,市場第一部（内国株）,100,貸借銘柄
9367,Ｊ－大東港運,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9368,キムラユニティー,市場第一部（内国株）,100,貸借銘柄
9369,キユソ流通,市場第一部（内国株）,100,貸借銘柄
9370,郵船ロジ,市場第一部（内国株）,100,貸借銘柄
9373,ニッコウトラベ,市場第二部（内国株）,100,貸借銘柄
9375,近鉄エクス,市場第一部（内国株）,100,貸借銘柄
9376,Ｊ－ユーラシア,JASDAQスタンダード（内国株式）,100,貸借銘柄
9377,Ｊ－エージーピー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9380,東海運,市場第一部（内国株）,100,貸借銘柄
9381,エーアイテイー,市場第一部（内国株）,100,制度信用銘柄
9384,内外トランスライン,市場第一部（内国株）,100,貸借銘柄
9385,Ｊ－ショーエイコーポ,JASDAQグロース（内国株式）,100,貸借銘柄
9386,Ｊ－日本コンセプト,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9399,新華,市場第二部（外国株）,1,制度信用銘柄
9401,ＴＢＳＨＤ,市場第一部（内国株）,100,貸借銘柄
9404,日テレＨＤ,市場第一部（内国株）,100,貸借銘柄
9405,朝日放送,市場第一部（内国株）,100,貸借銘柄
9408,Ｊ－新潟放送,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9409,テレビ朝日ＨＤ,市場第一部（内国株）,100,貸借銘柄
9412,スカパーＪ,市場第一部（内国株）,100,貸借銘柄
9413,テレ東ＨＤ,市場第一部（内国株）,100,貸借銘柄
9414,ＢＳ１１,市場第一部（内国株）,100,貸借銘柄
9416,Ｍ－ビジョン,マザーズ（内国株）,100,制度信用銘柄
9417,Ｊ－スマートバリュー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9418,Ｕ－ＮＥＸＴ,市場第一部（内国株）,100,制度信用銘柄
9419,ワイヤレスゲート,市場第一部（内国株）,100,貸借銘柄
9421,Ｊ－エヌジェイＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9422,コネクシオ,市場第一部（内国株）,100,貸借銘柄
9423,Ｊ－フォーバルＲＳ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9424,日本通信,市場第一部（内国株）,100,貸借銘柄
9425,Ｊ－日本テレホン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9428,クロップス,市場第一部（内国株）,100,制度信用銘柄
9432,ＮＴＴ,市場第一部（内国株）,100,貸借銘柄
9433,ＫＤＤＩ,市場第一部（内国株）,100,貸借銘柄
9435,光通信,市場第一部（内国株）,100,貸借銘柄
9436,Ｊ－沖縄セルラー,JASDAQスタンダード（内国株式）,100,貸借銘柄
9437,ＮＴＴドコモ,市場第一部（内国株）,100,貸借銘柄
9438,エムティーアイ,市場第一部（内国株）,100,貸借銘柄
9439,Ｊ－ＭＨグループ,JASDAQスタンダード（内国株式）,100,貸借銘柄
9441,Ｊ－ベルパーク,JASDAQスタンダード（内国株式）,100,貸借銘柄
9444,Ｊ－トーシン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9445,Ｆテレコム,市場第二部（内国株）,100,貸借銘柄
9446,Ｊ－エスケーアイ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9449,ＧＭＯ,市場第一部（内国株）,100,貸借銘柄
9467,Ｍ－アルファポリス,マザーズ（内国株）,100,制度信用銘柄
9468,カドカワ,市場第一部（内国株）,100,貸借銘柄
9470,学研ＨＤ,市場第一部（内国株）,1000,貸借銘柄
9474,ゼンリン,市場第一部（内国株）,100,貸借銘柄
9475,昭文社,市場第一部（内国株）,100,貸借銘柄
9476,Ｊ－中央経済社ＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9478,Ｊ－ＳＥ　Ｈ＆Ｉ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9479,インプレス,市場第一部（内国株）,100,貸借銘柄
9501,東電力,市場第一部（内国株）,100,貸借銘柄
9502,中部電力,市場第一部（内国株）,100,貸借銘柄
9503,関西電力,市場第一部（内国株）,100,貸借銘柄
9504,中国電力,市場第一部（内国株）,100,貸借銘柄
9505,北陸電力,市場第一部（内国株）,100,貸借銘柄
9506,東北電力,市場第一部（内国株）,100,貸借銘柄
9507,四国電力,市場第一部（内国株）,100,貸借銘柄
9508,九州電力,市場第一部（内国株）,100,貸借銘柄
9509,北海電力,市場第一部（内国株）,100,貸借銘柄
9511,沖縄電力,市場第一部（内国株）,100,貸借銘柄
9513,Ｊパワー,市場第一部（内国株）,100,貸借銘柄
9514,ＦＥＳＣＯ,市場第一部（内国株）,100,制度信用銘柄
9517,イーレックス,市場第一部（内国株）,100,貸借銘柄
9531,東瓦斯,市場第一部（内国株）,1000,貸借銘柄
9532,大瓦斯,市場第一部（内国株）,1000,貸借銘柄
9533,東邦瓦斯,市場第一部（内国株）,1000,貸借銘柄
9534,北海瓦斯,市場第一部（内国株）,1000,貸借銘柄
9535,広島ガス,市場第一部（内国株）,100,貸借銘柄
9536,西部瓦斯,市場第一部（内国株）,1000,貸借銘柄
9537,北陸瓦斯,市場第二部（内国株）,1000,制度信用銘柄
9539,京葉瓦斯,市場第二部（内国株）,1000,制度信用銘柄
9543,静岡ガス,市場第一部（内国株）,100,貸借銘柄
9551,メタウォーター,市場第一部（内国株）,100,貸借銘柄
9600,アイネット,市場第一部（内国株）,100,貸借銘柄
9601,松竹,市場第一部（内国株）,1000,貸借銘柄
9602,東宝,市場第一部（内国株）,100,貸借銘柄
9603,Ｈ．Ｉ．Ｓ．,市場第一部（内国株）,100,貸借銘柄
9605,東映,市場第一部（内国株）,1000,貸借銘柄
9607,ＡＯＩ　Ｐｒｏ．,市場第一部（内国株）,100,貸借銘柄
9608,Ｊ－福山コンサル,JASDAQスタンダード（内国株式）,100,貸借銘柄
9610,Ｊ－ウィルソンＷＬＷ,JASDAQスタンダード（内国株式）,100,貸借銘柄
9612,ラックランド,市場第一部（内国株）,100,制度信用銘柄
9613,ＮＴＴデータ,市場第一部（内国株）,100,貸借銘柄
9616,共立メンテ,市場第一部（内国株）,100,貸借銘柄
9619,イチネンＨＤ,市場第一部（内国株）,100,貸借銘柄
9621,建設技研,市場第一部（内国株）,100,貸借銘柄
9622,スペース,市場第一部（内国株）,100,貸借銘柄
9624,長大,市場第二部（内国株）,100,制度信用銘柄
9625,Ｊ－セレスポ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9627,アインＨＤ,市場第一部（内国株）,100,貸借銘柄
9628,燦ＨＤ,市場第一部（内国株）,100,貸借銘柄
9629,ピーシーエー,市場第一部（内国株）,100,制度信用銘柄
9631,東急レク,市場第二部（内国株）,1000,制度信用銘柄
9632,スバル興,市場第一部（内国株）,1000,制度信用銘柄
9633,テアトル,市場第一部（内国株）,1000,貸借銘柄
9635,武蔵野興,市場第二部（内国株）,1000,制度信用銘柄
9636,きんえい,市場第二部（内国株）,100,制度信用銘柄
9637,オーエス,市場第二部（内国株）,1000,貸借銘柄
9639,Ｊ－三協フロンテ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9640,Ｊ－セゾン情報,JASDAQスタンダード（内国株式）,100,貸借銘柄
9641,Ｊ－サコス,JASDAQスタンダード（内国株式）,100,貸借銘柄
9644,Ｊ－タナベ経営,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9647,Ｊ－協和コンサル,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9651,Ｊ－日プロ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9656,グリーンランド,市場第二部（内国株）,100,貸借銘柄
9658,ビジ太田昭和,市場第一部（内国株）,100,制度信用銘柄
9661,歌舞伎,市場第二部（内国株）,1000,制度信用銘柄
9663,ナガワ,市場第一部（内国株）,100,貸借銘柄
9671,よみランド,市場第一部（内国株）,1000,貸借銘柄
9672,都競馬,市場第一部（内国株）,1000,貸借銘柄
9674,花月園,市場第二部（内国株）,1000,制度信用銘柄
9675,常磐興,市場第一部（内国株）,1000,貸借銘柄
9678,カナモト,市場第一部（内国株）,100,貸借銘柄
9679,Ｊ－ホウライ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9680,共成レンテム,市場第二部（内国株）,1000,制度信用銘柄
9681,東京ドーム,市場第一部（内国株）,1000,貸借銘柄
9682,ＤＴＳ,市場第一部（内国株）,100,貸借銘柄
9684,スクエニＨＤ,市場第一部（内国株）,100,貸借銘柄
9685,Ｊ－ＫＹＣＯＭ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9686,東洋テック,市場第二部（内国株）,100,制度信用銘柄
9687,Ｊ－ＫＳＫ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9691,Ｊ－両毛システム,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9692,シーイーシー,市場第一部（内国株）,100,貸借銘柄
9695,Ｊ－鴨グランド,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9696,Ｊ－ウィザス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9697,カプコン,市場第一部（内国株）,100,貸借銘柄
9698,Ｊ－クレオ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9699,西尾レントオール,市場第一部（内国株）,100,貸借銘柄
9701,東京会館,市場第二部（内国株）,1000,制度信用銘柄
9702,アイエスビー,市場第一部（内国株）,100,貸借銘柄
9704,アゴーラＨＧ,市場第一部（内国株）,1000,制度信用銘柄
9706,日空ビル,市場第一部（内国株）,100,貸借銘柄
9707,Ｊ－ユニマットＲＣ,JASDAQスタンダード（内国株式）,100,貸借銘柄
9708,帝国ホテル,市場第二部（内国株）,100,貸借銘柄
9709,ＮＣＳ＆Ａ,市場第二部（内国株）,100,貸借銘柄
9713,ロイヤルホテル,市場第二部（内国株）,1000,貸借銘柄
9715,トランスコスモス,市場第一部（内国株）,100,貸借銘柄
9716,乃村工芸,市場第一部（内国株）,100,貸借銘柄
9717,ジャステック,市場第一部（内国株）,100,貸借銘柄
9719,ＳＣＳＫ,市場第一部（内国株）,100,貸借銘柄
9720,Ｊ－ニューグランド,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9722,藤田観,市場第一部（内国株）,1000,貸借銘柄
9723,京都ホテル,市場第二部（内国株）,100,制度信用銘柄
9726,ＫＮＴＣＴ,市場第一部（内国株）,1000,貸借銘柄
9728,日本管財,市場第一部（内国株）,100,貸借銘柄
9729,トーカイ,市場第一部（内国株）,100,貸借銘柄
9731,白洋舎,市場第一部（内国株）,1000,制度信用銘柄
9733,Ｊ－ナガセ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9734,Ｊ－精養軒,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9735,セコム,市場第一部（内国株）,100,貸借銘柄
9739,ＮＳＷ,市場第一部（内国株）,100,制度信用銘柄
9740,ＣＳＰ,市場第一部（内国株）,100,貸借銘柄
9742,アイネス,市場第一部（内国株）,100,貸借銘柄
9743,丹青社,市場第一部（内国株）,100,貸借銘柄
9744,メイテック,市場第一部（内国株）,100,貸借銘柄
9746,ＴＫＣ,市場第一部（内国株）,100,貸借銘柄
9747,アサツーＤＫ,市場第一部（内国株）,100,貸借銘柄
9748,エヌジェーケー,市場第二部（内国株）,100,制度信用銘柄
9749,富士ソフト,市場第一部（内国株）,100,貸借銘柄
9753,Ｊ－ＩＸナレッジ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9755,応用地質,市場第一部（内国株）,100,貸借銘柄
9757,船井総研ＨＤ,市場第一部（内国株）,100,貸借銘柄
9758,Ｊ－ジシステム,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9759,ＮＳＤ,市場第一部（内国株）,100,貸借銘柄
9760,進学会,市場第一部（内国株）,100,貸借銘柄
9761,東海リース,市場第二部（内国株）,1000,制度信用銘柄
9763,丸紅リース,市場第一部（内国株）,1000,貸借銘柄
9764,技研興,市場第二部（内国株）,1000,制度信用銘柄
9765,オオバ,市場第一部（内国株）,100,貸借銘柄
9766,コナミ　ＨＤ,市場第一部（内国株）,100,貸借銘柄
9767,日建工学,市場第二部（内国株）,1000,制度信用銘柄
9768,いであ,市場第二部（内国株）,100,制度信用銘柄
9769,学究社,市場第一部（内国株）,100,制度信用銘柄
9776,Ｊ－札臨,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9778,Ｊ－昴,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9780,Ｊ－ハリマビステム,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9782,Ｊ－ディーエムエス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9783,ベネッセＨＤ,市場第一部（内国株）,100,貸借銘柄
9787,イオンディライ,市場第一部（内国株）,100,貸借銘柄
9788,ナック,市場第一部（内国株）,100,貸借銘柄
9790,福井コンピ,市場第一部（内国株）,100,貸借銘柄
9791,ビケンテクノ,市場第二部（内国株）,100,制度信用銘柄
9792,ニチイ学館,市場第一部（内国株）,100,貸借銘柄
9793,ダイセキ,市場第一部（内国株）,100,貸借銘柄
9795,ステップ,市場第一部（内国株）,100,貸借銘柄
9797,大日本コン,市場第二部（内国株）,100,制度信用銘柄
9799,旭情報,市場第二部（内国株）,1000,制度信用銘柄
