約定日	銘柄	コード	市場	取引	約定数量	約定単価	手数料/諸経費等	税額	受渡日	受渡金額/決済損益	特例	外貨建て金額	為替レート
2014/8/15	ミクシィ	2121	東証	信用返済売	500	5600	797	28	2014/8/20	-50825			
2014/8/18	ゲンキー	2772	東証	株式現物買	200	5180	582	46	2014/8/21	1036628			
2014/8/18	トーメンエレクトロニクス	7558	東証	株式現物買	2000	1652	921	73	2014/8/21	3304994			
2014/8/18	テレビ東京ホールディングス	9413	東証	株式現物買	400	2277	487	38	2014/8/21	911325			
2014/8/18	日本フエルト（株）	3512	東証	株式現物買	300	478	0		2014/8/14	143400	松井		
2014/8/18	ミクシィ	2121	PTS	株式現物売	500	5610	876	70	2014/8/21	2804054			
2014/8/19	コンドーテック（株）	7438	東証	株式現物買	300	738	0		2014/8/13	221400	松井		
2014/8/19	ミクシィ	2121	PTS	株式現物売	500	5440	876	70	2014/8/22	2719054			
2014/8/19	ゲンキー	2772	東証	株式現物売	200	5340	582	46	2014/8/22	1067372			
2014/8/19	テレビ東京ホールディングス	9413	東証	株式現物売	400	2214	487	38	2014/8/22	885075			
2014/8/20	ミクシィ	2121	PTS	株式現物買	500	5730	876	70	2014/8/25	2865946			
2014/8/20	東亜ディーケーケー（株）	6848	東証	株式現物買	300	537	0		2014/8/12	161100	松井		
2014/8/21	日本管理センター	3276	東証	株式現物買	500	1386	407	32	2014/8/26	693439			
2014/8/21	日本管理センター	3276	東証	株式現物買	100	1380	80	6	2014/8/26	138086			
2014/8/21	パイオラックス	5988	東証	株式現物買	100	4790	272	21	2014/8/26	479293			
2014/8/21	トーメンエレクトロニクス	7558	東証	株式現物買	2000	1657	921	73	2014/8/26	3314994			
2014/8/21	日本管財	9728	東証	株式現物買	100	2798	272	21	2014/8/26	280093			
2014/8/21	泉州電業	9824	東証	株式現物買	300	1752	293	24	2014/8/26	525917			
2014/8/21	泉州電業	9824	東証	株式現物買	100	1759	97	7	2014/8/26	176004			
2014/8/21	泉州電業	9824	東証	株式現物買	100	1760	97	7	2014/8/26	176104			
2014/8/21	（株）たけびし	7510	東証	株式現物買	300	915	0		2014/8/11	274500	松井		
2014/8/22	京阪神ビルディング（株）	8818	東証	株式現物買	300	562	0		2014/8/11	168600	松井		
2014/8/25	サマンサタバサジャパンリミテッド	7829	東証	株式現物買	100	1445	90	6	2014/8/28	144596			
2014/8/25	サマンサタバサジャパンリミテッド	7829	東証	株式現物買	200	1447	182	15	2014/8/28	289597			
2014/8/25	サマンサタバサジャパンリミテッド	7829	東証	株式現物買	200	1395	182	15	2014/8/28	279197			
2014/8/25	サマンサタバサジャパンリミテッド	7829	東証	株式現物買	100	1394	90	6	2014/8/28	139496			
2014/8/25	日本管理センター	3276	東証	株式現物売	300	1486	244	20	2014/8/28	445536			
2014/8/25	日本管理センター	3276	東証	株式現物売	100	1483	81	6	2014/8/28	148213			
2014/8/25	日本管理センター	3276	東証	株式現物売	200	1485	162	12	2014/8/28	296826			
2014/8/25	トーメンエレクトロニクス	7558	東証	株式現物売	3000	1653	921	73	2014/8/28	4958006			
2014/8/25	サマンサタバサジャパンリミテッド	7829	東証	株式現物売	600	1391	487	38	2014/8/28	834075			
2014/8/26	トーメンエレクトロニクス	7558	東証	株式現物売	3000	1651	921	73	2014/8/29	4952006			
2014/8/26	ミクシィ	2121	東証	信用新規買	500	6200	360	28	2014/8/29	--			
2014/8/27	トーメンエレクトロニクス	7558	東証	株式現物買	3000	1651	921	73	2014/9/1	4953994			
2014/8/27	ミクシィ	2121	PTS	株式現物売	500	6340	876	70	2014/9/1	3169054			
2014/8/27	ミクシィ	2121	東証	信用新規買	500	6220	360	28	2014/9/1	--			
2014/8/27	ミクシィ	2121	東証	信用新規買	500	6150	360	28	2014/9/1	--			
2014/8/27	ミクシィ	2121	東証	信用返済売	500	6210	914	56	2014/9/1	-5970			
2014/8/27	ミクシィ	2121	東証	信用返済売	500	6300	1627	56	2014/9/1	48317			
2014/8/27	ミクシィ	2121	東証	信用返済売	500	6230	912	56	2014/9/1	39032			
2014/8/28	イサム塗料	4624	東証	株式現物売	1000	477	272	21	2014/9/2	476707			
2014/8/28	ミクシィ	2121	東証	信用新規買	500	5780	360	28	2014/9/2	--			
2014/8/28	ミクシィ	2121	東証	信用新規買	500	6240	360	28	2014/9/2	--			
2014/8/28	ミクシィ	2121	東証	信用返済売	500	5970	914	56	2014/9/2	-135970			
2014/9/1	テンポスバスターズ	2751	東証	株式現物買	500	1040	487	38	2014/9/4	520525			
2014/9/1	神戸物産	3038	PTS	株式現物買	200	3500	462	36	2014/9/4	700498			
2014/9/1	東プレ	5975	PTS	株式現物買	600	1629	462	36	2014/9/4	977898			
2014/9/1	トーメンエレクトロニクス	7558	東証	株式現物売	1900	1645	584	48	2014/9/4	3124868			
2014/9/1	トーメンエレクトロニクス	7558	東証	株式現物売	900	1647	276	21	2014/9/4	1482003			
2014/9/1	トーメンエレクトロニクス	7558	東証	株式現物売	200	1646	61	4	2014/9/4	329135			
2014/9/1	ミクシィ	2121	東証	信用新規買	500	5800	360	28	2014/9/4	--			
2014/9/2	テンポスバスターズ	2751	東証	株式現物売	100	1002	97	7	2014/9/5	100096			
2014/9/2	テンポスバスターズ	2751	東証	株式現物売	400	1005	390	31	2014/9/5	401579			
2014/9/2	ミクシィ	2121	東証	信用新規買	500	5380	360	28	2014/9/5	--			
2014/9/2	ミクシィ	2121	東証	信用新規買	500	5500	360	28	2014/9/5	--			
2014/9/2	ミクシィ	2121	東証	信用新規買	500	5340	360	28	2014/9/5	--			
2014/9/2	ミクシィ	2121	東証	信用返済売	500	5580	1442	56	2014/9/5	-101498			
2014/9/2	ミクシィ	2121	東証	信用返済売	500	5590	1082	56	2014/9/5	-106138			
2014/9/2	ミクシィ	2121	東証	信用返済売	500	5320	888	56	2014/9/5	-30944			
2014/9/3	神戸物産	3038	PTS	株式現物売	200	3830	462	36	2014/9/8	765502			
2014/9/3	東プレ	5975	PTS	株式現物売	600	1570	462	36	2014/9/8	941502			
2014/9/3	パイオラックス	5988	東証	株式現物売	100	5190	487	38	2014/9/8	518475			
2014/9/3	泉州電業	9824	東証	株式現物売	100	1845	97	7	2014/9/8	184396			
2014/9/3	泉州電業	9824	東証	株式現物売	100	1852	99	10	2014/9/8	185091			
2014/9/3	泉州電業	9824	東証	株式現物売	100	1851	97	7	2014/9/8	184996			
2014/9/3	泉州電業	9824	東証	株式現物売	100	1849	97	7	2014/9/8	184796			
2014/9/3	泉州電業	9824	東証	株式現物売	100	1850	97	7	2014/9/8	184896			
2014/9/3	ミクシィ	2121	東証	信用新規買	500	5480	360	28	2014/9/8	--			
2014/9/3	ミクシィ	2121	東証	信用返済売	500	5260	1407	56	2014/9/8	-121463			
2014/9/4	日本フェンオール	6870	東証	株式現物買	100	1554	97	7	2014/9/9	155504			
2014/9/4	日本フェンオール	6870	東証	株式現物買	500	1570	487	38	2014/9/9	785525			
2014/9/4	日本フェンオール	6870	東証	株式現物買	1000	1560	921	73	2014/9/9	1560994			
2014/9/4	日本フェンオール	6870	東証	株式現物買	100	1555	97	7	2014/9/9	155604			
2014/9/4	日本フェンオール	6870	東証	株式現物買	300	1557	293	24	2014/9/9	467417			
2014/9/4	ミクシィ	2121	東証	信用返済売	500	5230	1062	56	2014/9/9	-126118			
2014/9/4	ミクシィ	2121	東証	信用返済売	500	5170	1553	56	2014/9/9	-86609			
2014/9/5	ミクシィ	2121	PTS	株式現物買	500	4995	876	70	2014/9/10	2498446			
2014/9/5	ミクシィ	2121	東証	株式現物買	500	4940	921	73	2014/9/10	2470994			
2014/9/5	帝国繊維	3302	東証	株式現物買	200	2380	272	21	2014/9/10	476293			
2014/9/5	ジャストシステム	4686	東証	株式現物買	1000	874	487	38	2014/9/10	874525			
2014/9/5	ジャストシステム	4686	PTS	株式現物買	1000	861	462	36	2014/9/10	861498			
2014/9/5	日本フェンオール	6870	東証	株式現物買	500	1608	460	36	2014/9/10	804496			
2014/9/5	日本フェンオール	6870	東証	株式現物買	500	1609	461	37	2014/9/10	804998			
2014/9/5	ミクシィ	2121	PTS	株式現物売	1000	5200	876	70	2014/9/10	5199054			
2014/9/5	帝国繊維	3302	東証	株式現物売	200	2312	272	21	2014/9/10	462107			
2014/9/5	ジャストシステム	4686	PTS	株式現物売	2000	884	876	70	2014/9/10	1767054			
2014/9/5	ミクシィ	2121	東証	信用新規買	500	5070	360	28	2014/9/10	--			
2014/9/5	ミクシィ	2121	東証	信用新規買	500	5130	360	28	2014/9/10	--			
2014/9/5	ミクシィ	2121	東証	信用新規買	500	5020	360	28	2014/9/10	--			
2014/9/5	ミクシィ	2121	東証	信用返済売	500	5280	880	56	2014/9/10	74064			
2014/9/5	ミクシィ	2121	東証	信用返済売	500	5250	878	56	2014/9/10	89066			
2014/9/8	ミクシィ	2121	東証	信用新規買	500	5210	360	28	2014/9/11	--			
2014/9/8	ミクシィ	2121	東証	信用返済売	500	5120	1033	56	2014/9/11	48911			
2014/9/9	トレジャー・ファクトリー	3093	東証	株式現物買	100	1803	185	14	2014/9/12	180499			
2014/9/9	未来工業	7931	名証	株式現物買	2300	1705	848	68	2014/9/12	3922416			
2014/9/9	未来工業	7931	名証	株式現物買	200	1700	73	5	2014/9/12	340078			
2014/9/9	ミクシィ	2121	東証	信用新規買	500	5180	360	28	2014/9/12	--			
2014/9/10	日本フェンオール	6870	東証	株式現物売	100	1588	30	2	2014/9/16	158768			
2014/9/10	日本フェンオール	6870	東証	株式現物売	1600	1581	496	42	2014/9/16	2529062			
2014/9/10	日本フェンオール	6870	東証	株式現物売	100	1586	30	2	2014/9/16	158568			
2014/9/10	日本フェンオール	6870	東証	株式現物売	100	1585	30	2	2014/9/16	158468			
2014/9/10	日本フェンオール	6870	東証	株式現物売	100	1589	30	2	2014/9/16	158868			
2014/9/10	日本フェンオール	6870	東証	株式現物売	600	1580	183	14	2014/9/16	947803			
2014/9/10	日本フェンオール	6870	東証	株式現物売	400	1582	122	9	2014/9/16	632669			
2014/9/10	ミクシィ	2121	東証	信用新規買	500	4800	360	28	2014/9/16	--			
2014/9/10	ミクシィ	2121	東証	信用新規買	500	4605	360	28	2014/9/16	--			
2014/9/10	ミクシィ	2121	東証	信用新規買	500	4755	360	28	2014/9/16	--			
2014/9/10	ミクシィ	2121	東証	信用新規買	500	4820	360	28	2014/9/16	--			
2014/9/10	ミクシィ	2121	東証	信用返済売	500	4750	870	56	2014/9/16	-35926			
2014/9/10	ミクシィ	2121	東証	信用返済売	500	4690	868	56	2014/9/16	-33424			
2014/9/10	ミクシィ	2121	東証	信用返済売	500	4880	1528	56	2014/9/16	-151584			
2014/9/10	ミクシィ	2121	東証	信用返済売	500	4975	1696	56	2014/9/16	-119252			
2014/9/10	ミクシィ	2121	東証	信用返済売	500	4750	869	56	2014/9/16	-25925			
2014/9/10	ミクシィ	2121	東証	信用返済売	500	4635	863	56	2014/9/16	14081			
2014/9/11	ミクシィ	2121	PTS	株式現物買	400	5349	701	57	2014/9/18	2140358			
2014/9/11	ミクシィ	2121	PTS	株式現物買	100	5363	175	14	2014/9/18	536489			
2014/9/11	ミクシィ	2121	PTS	株式現物買	100	5361	175	13	2014/9/18	536288			
2014/9/11	ミクシィ	2121	PTS	株式現物買	100	5360	175	13	2014/9/18	536188			
2014/9/11	ミクシィ	2121	PTS	株式現物買	200	5364	351	30	2014/9/18	1073181			
2014/9/11	ミクシィ	2121	PTS	株式現物買	100	5345	175	13	2014/9/18	534688			
2014/9/11	ミクシィ	2121	--	現引	500	5250	523	28	2014/9/17	-2625551			
2014/9/11	ミクシィ	2121	東証	信用新規買	500	4920	360	28	2014/9/17	--			
2014/9/11	ミクシィ	2121	東証	信用新規買	500	4975	360	28	2014/9/17	--			
2014/9/11	ミクシィ	2121	東証	信用新規買	500	5130	360	28	2014/9/17	--			
2014/9/11	ミクシィ	2121	東証	信用新規買	500	5250	360	28	2014/9/17	--			
2014/9/11	ミクシィ	2121	東証	信用返済売	500	5270	875	56	2014/9/17	146569			
2014/9/11	ミクシィ	2121	東証	信用返済売	500	5280	880	56	2014/9/17	74064			
2014/9/11	ミクシィ	2121	東証	信用返済売	500	5260	873	56	2014/9/17	169071			
2014/9/12	トレジャー・ファクトリー	3093	東証	株式現物買	200	1880	272	21	2014/9/18	376293			
2014/9/12	トレジャー・ファクトリー	3093	東証	株式現物買	300	1880	487	38	2014/9/18	564525			
2014/9/12	薬王堂	3385	東証	株式現物買	100	1249	48	3	2014/9/18	124951			
2014/9/12	薬王堂	3385	東証	株式現物買	1100	1250	534	43	2014/9/18	1375577			
2014/9/12	日本フェンオール	6870	東証	株式現物買	200	1683	131	10	2014/9/18	336741			
2014/9/12	日本フェンオール	6870	東証	株式現物買	1000	1685	659	53	2014/9/18	1685712			
2014/9/12	日本フェンオール	6870	東証	株式現物買	200	1684	131	10	2014/9/18	336941			
2014/9/12	ミクシィ	2121	PTS	株式現物売	500	5480	876	70	2014/9/18	2739054			
2014/9/12	ミクシィ	2121	PTS	株式現物売	500	5410	876	70	2014/9/18	2704054			
2014/9/12	ミクシィ	2121	PTS	株式現物売	500	5400	876	70	2014/9/18	2699054			
2014/9/12	ミクシィ	2121	東証	信用新規買	500	5260	360	28	2014/9/18	--			
2014/9/12	ミクシィ	2121	東証	信用新規買	500	5360	360	28	2014/9/18	--			
2014/9/12	ミクシィ	2121	東証	信用新規買	500	5500	360	28	2014/9/18	--			
2014/9/12	グリー	3632	東証	信用新規買	500	878	191	15	2014/9/18	--			
2014/9/12	ミクシィ	2121	東証	信用返済売	500	5240	887	56	2014/9/18	-60943			
2014/9/12	ミクシィ	2121	東証	信用返済売	500	5090	884	56	2014/9/18	-85940			
2014/9/12	ミクシィ	2121	東証	信用返済売	500	5360	891	56	2014/9/18	-70947			
2014/9/12	グリー	3632	東証	信用返済売	500	843	409	30	2014/9/18	-17939			
2014/9/16	薬王堂	3385	東証	株式現物買	400	1208	272	21	2014/9/19	483493			
2014/9/16	ミクシィ	2121	東証	信用新規買	500	5340	360	28	2014/9/19	--			
2014/9/17	トレジャー・ファクトリー	3093	東証	株式現物買	400	1951	487	38	2014/9/22	780925			
2014/9/17	ジャストシステム	4686	PTS	株式現物買	500	974	259	20	2014/9/22	487279			
2014/9/17	ミクシィ	2121	東証	信用新規買	500	5530	360	28	2014/9/22	--			
2014/9/18	ミクシィ	2121	東証	信用新規買	500	5940	360	28	2014/9/24	--			
2014/9/18	ミクシィ	2121	東証	信用新規買	500	5580	360	28	2014/9/24	--			
2014/9/18	ミクシィ	2121	東証	信用新規買	500	5640	360	28	2014/9/24	--			
2014/9/18	ミクシィ	2121	東証	信用新規買	500	5910	360	28	2014/9/24	--			
2014/9/18	ミクシィ	2121	東証	信用返済売	500	5960	894	56	2014/9/24	189050			
2014/9/18	ミクシィ	2121	東証	信用返済売	500	6100	896	56	2014/9/24	229048			
2014/9/18	ミクシィ	2121	東証	信用返済売	500	5960	1720	56	2014/9/24	308224			
2014/9/18	ミクシィ	2121	東証	信用返済売	500	5910	1238	56	2014/9/24	188706			
2014/9/19	ジャストシステム	4686	PTS	株式現物買	1000	941	462	36	2014/9/25	941498			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1735	91	7	2014/9/25	173402			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1763	92	7	2014/9/25	176201			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1750	91	7	2014/9/25	174902			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1760	92	7	2014/9/25	175901			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1762	92	7	2014/9/25	176101			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1740	91	7	2014/9/25	173902			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1731	90	7	2014/9/25	173003			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1752	92	7	2014/9/25	175101			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1761	92	7	2014/9/25	176001			
2014/9/19	トレジャー・ファクトリー	3093	東証	株式現物売	100	1770	98	10	2014/9/25	176892			
2014/9/19	ミクシィ	2121	東証	信用新規買	1000	6010	360	28	2014/9/25	--			
2014/9/22	薬王堂	3385	東証	株式現物売	600	1213	487	38	2014/9/26	727275			
2014/9/22	薬王堂	3385	東証	株式現物売	500	1215	292	24	2014/9/26	607184			
2014/9/22	薬王堂	3385	東証	株式現物売	500	1214	290	22	2014/9/26	606688			
2014/9/22	ジャストシステム	4686	PTS	株式現物売	1500	928	553	44	2014/9/26	1391403			
2014/9/22	日本フェンオール	6870	東証	株式現物売	1000	1700	659	53	2014/9/26	1699288			
2014/9/22	日本フェンオール	6870	東証	株式現物売	300	1699	197	15	2014/9/26	509488			
2014/9/22	日本フェンオール	6870	東証	株式現物売	100	1697	65	5	2014/9/26	169630			
2014/9/22	未来工業	7931	名証	株式現物売	1100	1750	563	45	2014/9/26	1924392			
2014/9/22	未来工業	7931	名証	株式現物売	600	1760	307	24	2014/9/26	1055669			
2014/9/22	未来工業	7931	名証	株式現物売	100	1770	51	4	2014/9/26	176945			
2014/9/22	未来工業	7931	名証	株式現物売	100	1810	83	6	2014/9/26	180911			
2014/9/22	未来工業	7931	名証	株式現物売	600	1800	499	40	2014/9/26	1079461			
2014/9/22	ミクシィ	2121	東証	信用新規買	500	5650	360	28	2014/9/26	--			
2014/9/22	ミクシィ	2121	東証	信用新規買	500	5840	360	28	2014/9/26	--			
2014/9/24	ミクシィ	2121	東証	信用新規買	500	5330	360	28	2014/9/29	--			
2014/9/24	ミクシィ	2121	東証	信用新規買	500	5500	360	28	2014/9/29	--			
2014/9/24	ミクシィ	2121	東証	信用返済売	500	5400	1647	42	2014/9/29	-256689			
2014/9/24	ミクシィ	2121	東証	信用返済売	500	5280	1425	56	2014/9/29	-186481			
2014/9/24	ミクシィ	2121	東証	信用返済売	500	5400	1653	42	2014/9/29	-271695			
2014/9/24	ミクシィ	2121	東証	信用返済売	1000	5460	2597	56	2014/9/29	-552653			
2014/9/24	ミクシィ	2121	東証	信用返済売	500	5340	1449	56	2014/9/29	-251505			
2014/9/25	ミクシィ	2121	東証	信用新規買	500	5420	360	28	2014/9/30	--			
2014/9/26	日本管財	9728	東証	株式現物売	100	2817	272	21	2014/10/1	281407			
2014/9/29	ミクシィ	2121	東証	信用新規買	500	5530	360	28	2014/10/2	--			
2014/9/30	ミクシィ	2121	東証	信用新規買	500	5490	360	28	2014/10/3	--			
2014/10/1	ミクシィ	2121	東証	信用返済売	500	5350	1780	56	2014/10/6	-91836			
2014/10/2	ミクシィ	2121	東証	信用新規買	500	5050	360	28	2014/10/7	--			
2014/10/2	ミクシィ	2121	東証	信用新規買	500	5240	360	28	2014/10/7	--			
2014/10/2	ミクシィ	2121	東証	信用返済売	500	5000	2540	35	2014/10/7	-252575			
2014/10/2	ミクシィ	2121	東証	信用返済売	500	5000	2344	35	2014/10/7	-212379			
2014/10/2	ミクシィ	2121	東証	信用返済売	500	5000	2484	35	2014/10/7	-167519			
2014/10/2	ミクシィ	2121	東証	信用返済売	500	5000	1502	35	2014/10/7	-246537			
2014/10/2	ミクシィ	2121	東証	信用返済売	500	5130	913	56	2014/10/7	39031			
2014/10/3	ミクシィ	2121	東証	信用新規買	1000	5270	360	28	2014/10/8	--			
2014/10/3	ミクシィ	2121	東証	信用返済売	500	5270	1121	56	2014/10/8	13823			
2014/10/6	帝国繊維	3302	東証	株式現物買	100	2453	272	21	2014/10/9	245593			
2014/10/6	レイ	4317	東証	株式現物買	100	221	139	11	2014/10/9	22250			
2014/10/6	マルカキカイ	7594	東証	株式現物買	100	1390	185	14	2014/10/9	139199			
2014/10/9	ミクシィ	2121	東証	信用新規買	500	5440	360	28	2014/10/15	--			
2014/10/10	ミクシィ	2121	東証	信用返済売	500	5250	1137	56	2014/10/16	-96193			
2014/10/14	（株）ホットマン	3190	東証	株式現物売	300	478	0		2014/10/16	143400	松井		
2014/10/14	ミクシィ	2121	東証	信用返済売	500	5270	2561	42	2014/10/17	-2603			
2014/10/16	帝国繊維	3302	東証	株式現物買	300	2490	350	28	2014/10/21	747378			
2014/10/16	帝国繊維	3302	東証	株式現物買	100	2495	116	9	2014/10/21	249625			
2014/10/16	帝国繊維	3302	東証	株式現物買	100	2494	116	9	2014/10/21	249525			
2014/10/16	帝国繊維	3302	東証	株式現物買	500	2500	582	46	2014/10/21	1250628			
2014/10/16	帝国繊維	3302	東証	株式現物売	200	2563	232	18	2014/10/21	512350			
2014/10/16	帝国繊維	3302	東証	株式現物売	100	2564	116	9	2014/10/21	256275			
2014/10/16	帝国繊維	3302	東証	株式現物売	100	2614	116	9	2014/10/21	261275			
2014/10/16	帝国繊維	3302	東証	株式現物売	100	2650	272	21	2014/10/21	264707			
2014/10/16	帝国繊維	3302	東証	株式現物売	200	2569	234	19	2014/10/21	513547			
2014/10/16	帝国繊維	3302	東証	株式現物売	400	2600	466	37	2014/10/21	1039497			
2014/10/17	日本管理センター	3276	東証	株式現物買	300	1930	293	23	2014/10/22	579316			
2014/10/17	日本管理センター	3276	東証	株式現物買	300	1932	293	24	2014/10/22	579917			
2014/10/17	日本管理センター	3276	東証	株式現物買	200	1929	194	15	2014/10/22	386009			
2014/10/17	日本管理センター	3276	東証	株式現物買	100	1930	97	7	2014/10/22	193104			
2014/10/17	日本管理センター	3276	東証	株式現物買	100	1931	97	7	2014/10/22	193204			
2014/10/17	帝国繊維	3302	東証	株式現物買	100	2560	272	21	2014/10/22	256293			
2014/10/17	ミクシィ	2121	東証	信用返済売	500	5710	3572	42	2014/10/22	216386			
2014/10/20	日本管理センター	3276	東証	株式現物買	100	1934	97	7	2014/10/23	193504			
2014/10/20	日本管理センター	3276	東証	株式現物買	400	1935	390	31	2014/10/23	774421			
2014/10/20	帝国繊維	3302	東証	株式現物買	100	2461	272	21	2014/10/23	246393			
2014/10/20	帝国繊維	3302	東証	株式現物買	500	2450	582	46	2014/10/23	1225628			
2014/10/20	帝国繊維	3302	東証	株式現物買	300	2440	487	38	2014/10/23	732525			
2014/10/20	帝国繊維	3302	東証	株式現物買	400	2450	487	38	2014/10/23	980525			
2014/10/20	帝国繊維	3302	東証	株式現物売	100	2669	272	21	2014/10/23	266607			
2014/10/20	ミクシィ	2121	東証	信用新規買	500	6060	360	28	2014/10/23	--			
2014/10/21	日本管理センター	3276	東証	株式現物売	600	1804	367	29	2014/10/24	1082004			
2014/10/21	日本管理センター	3276	東証	株式現物売	100	1807	61	4	2014/10/24	180635			
2014/10/21	日本管理センター	3276	東証	株式現物売	100	1803	61	4	2014/10/24	180235			
2014/10/21	日本管理センター	3276	東証	株式現物売	700	1811	432	36	2014/10/24	1267232			
2014/10/21	帝国繊維	3302	東証	株式現物売	300	2555	215	19	2014/10/24	766266			
2014/10/21	帝国繊維	3302	東証	株式現物売	200	2552	141	11	2014/10/24	510248			
2014/10/21	帝国繊維	3302	東証	株式現物売	200	2553	141	11	2014/10/24	510448			
2014/10/21	帝国繊維	3302	東証	株式現物売	300	2551	212	16	2014/10/24	765072			
2014/10/21	帝国繊維	3302	東証	株式現物売	300	2554	212	16	2014/10/24	765972			
2014/10/21	ミクシィ	2121	東証	信用新規買	500	5710	360	28	2014/10/24	--			
2014/10/21	ミクシィ	2121	東証	信用返済売	500	6030	1184	56	2014/10/24	-16240			
2014/10/22	キャリアバンク	4834	東証	株式現物買	300	639	0		2014/10/24	191700	松井		
2014/10/22	ミクシィ	2121	東証	信用新規買	500	5830	360	28	2014/10/27	--			
2014/10/22	ミクシィ	2121	東証	信用返済売	500	5830	1596	56	2014/10/27	58348			
2014/10/23	かわでん	6648	東証	株式現物買	500	1731	487	38	2014/10/28	866025			
2014/10/23	かわでん	6648	東証	株式現物買	700	1800	645	52	2014/10/28	1260697			
2014/10/23	かわでん	6648	東証	株式現物買	300	1799	276	21	2014/10/28	539997			
2014/10/23	ミクシィ	2121	東証	信用新規買	500	6040	360	28	2014/10/28	--			
2014/10/23	アイロムホールディングス	2372	東証	信用新規買	100	1451	72	5	2014/10/28	--			
2014/10/23	アイロムホールディングス	2372	東証	信用新規買	400	1450	288	23	2014/10/28	--			
2014/10/23	アイロムホールディングス	2372	東証	信用返済売	400	1420	621	46	2014/10/28	-12667			
2014/10/23	アイロムホールディングス	2372	東証	信用返済売	100	1419	154	10	2014/10/28	-3364			
2014/10/27	神戸物産	3038	PTS	株式現物買	100	4955	259	20	2014/10/30	495779			
2014/10/27	トレジャー・ファクトリー	3093	東証	株式現物買	200	2468	232	18	2014/10/30	493850			
2014/10/27	トレジャー・ファクトリー	3093	東証	株式現物買	300	2470	350	28	2014/10/30	741378			
2014/10/27	トレジャー・ファクトリー	3093	東証	株式現物買	200	2420	272	21	2014/10/30	484293			
2014/10/27	日本管理センター	3276	東証	株式現物買	600	1852	582	46	2014/10/30	1111828			
2014/10/27	帝国繊維	3302	東証	株式現物買	100	2639	272	21	2014/10/30	264193			
2014/10/27	全国保証	7164	PTS	株式現物買	100	3179	259	20	2014/10/30	318179			
2014/10/27	良品計画	7453	PTS	株式現物買	100	14358	553	44	2014/10/30	1436397			
2014/10/27	ガンホー・オンライン・エンターテイメント	3765	東証	信用新規買	1000	465	191	15	2014/10/30	--			
2014/10/28	神戸物産	3038	東証	株式現物買	100	4770	243	18	2014/10/31	477261			
2014/10/28	神戸物産	3038	東証	株式現物買	100	4775	244	20	2014/10/31	477764			
2014/10/28	全国保証	7164	PTS	株式現物買	200	3029.5	462	36	2014/10/31	606398			
2014/10/28	レイ	4317	東証	株式現物売	100	205	139	11	2014/10/31	20350			
2014/10/28	マルカキカイ	7594	東証	株式現物売	100	1311	185	14	2014/10/31	130901			
2014/10/28	ミクシィ	2121	--	現引	500	5830	1478	28	2014/10/31	-2916506			
2014/10/28	ミクシィ	2121	東証	信用新規買	500	6370	360	28	2014/10/31	--			
2014/10/28	ミクシィ	2121	東証	信用新規買	500	6230	360	28	2014/10/31	--			
2014/10/28	ミクシィ	2121	東証	信用返済売	500	6340	958	56	2014/10/31	53986			
2014/10/28	ガンホー・オンライン・エンターテイメント	3765	東証	信用返済売	1000	469	453	30	2014/10/31	3517			
2014/10/29	日本管理センター	3276	東証	株式現物買	100	1960	97	7	2014/11/4	196104			
2014/10/29	日本管理センター	3276	東証	株式現物買	200	1957	193	15	2014/11/4	391608			
2014/10/29	日本管理センター	3276	東証	株式現物買	100	1961	97	7	2014/11/4	196204			
2014/10/29	日本管理センター	3276	東証	株式現物買	200	1959	195	17	2014/11/4	392012			
2014/10/29	ミクシィ	2121	PTS	株式現物売	500	6220	876	70	2014/11/4	3109054			
2014/10/29	神戸物産	3038	東証	株式現物売	300	4635	582	46	2014/11/4	1389872			
2014/10/29	日本管理センター	3276	東証	株式現物売	100	1971	96	7	2014/11/4	196997			
2014/10/29	日本管理センター	3276	東証	株式現物売	200	1972	193	15	2014/11/4	394192			
2014/10/29	日本管理センター	3276	東証	株式現物売	300	1973	293	24	2014/11/4	591583			
2014/10/29	帝国繊維	3302	東証	株式現物売	100	2538	272	21	2014/11/4	253507			
2014/10/29	ミクシィ	2121	東証	信用新規買	500	5980	360	28	2014/11/4	--			
2014/10/29	ミクシィ	2121	東証	信用新規買	500	6060	360	28	2014/11/4	--			
2014/10/29	ミクシィ	2121	東証	信用新規買	500	6210	360	28	2014/11/4	--			
2014/10/29	ミクシィ	2121	東証	信用返済売	500	5850	952	56	2014/11/4	-106008			
2014/10/29	ミクシィ	2121	東証	信用返済売	500	6230	2573	56	2014/11/4	92371			
2014/10/29	ミクシィ	2121	東証	信用返済売	500	6100	958	56	2014/11/4	-56014			
